Geographic Area Name,CBSA Code,Metropolitan/Micropolitan Statistical Area,States,Population,Population change in latest year,2020 Population,2021 Population,2022 Population,2023 Population,2020 Net Population Change,2021 Net Population Change,2022  Net Population Change,2023  Net Population Change,2020 Births,2021 Births,2022 Births,2023 Births,2020 Deaths,2021 Deaths,2022 Deaths,2023 Deaths,Natural Change 2020,Natural Change 2021,Natural Change 2022,Natural Change 2023,International Migration 2020,International Migration 2021,International Migration 2022,International Migration 2023,Domestic Migration 2020,Domestic Migration 2021,Domestic Migration 2022,Domestic Migration 2023,Net Migration 2020,Net Migration 2021,Net Migration 2022,Net Migration 2023,Residual 2020,Residual 2021,Residual 2022,Residual 2023
"Moscow, ID",34140,Micropolitan Statistical Area,ID,41301,0.009212198,39638,40400,40924,41301,115,762,524,377,109,421,434,431,64,266,315,295,45,155,119,136,4,51,121,368,55,547,310,-128,59,598,431,240,11,9,-26,1
"Moses Lake, WA",34180,Micropolitan Statistical Area,WA,102678,0.010809214,99441,100427,101580,102678,316,986,1153,1098,360,1366,1399,1365,179,863,926,882,181,503,473,483,5,79,527,203,101,345,205,404,106,424,732,607,29,59,-52,8
"Moultrie, GA",34220,Micropolitan Statistical Area,GA,46167,0.007353262,45891,45763,45830,46167,-1,-128,67,337,148,598,622,622,143,646,630,577,5,-48,-8,45,2,60,175,208,-20,-162,-70,84,-18,-102,105,292,12,22,-30,0
"Mount Airy, NC",34340,Micropolitan Statistical Area,NC,71462,-0.000279791,71373,71257,71482,71462,6,-116,225,-20,168,725,744,737,229,1137,1150,1053,-61,-412,-406,-316,0,16,18,40,47,236,631,254,47,252,649,294,20,44,-18,2
"Mount Pleasant, MI",34380,Micropolitan Statistical Area,MI,64118,-0.003852966,64518,64248,64366,64118,122,-270,118,-248,158,580,599,593,130,695,697,657,28,-115,-98,-64,0,20,50,61,69,-198,211,-247,69,-178,261,-186,25,23,-45,2
"Mount Pleasant, TX",34420,Micropolitan Statistical Area,TX,56423,0.007373683,55695,55869,56010,56423,16,174,141,413,166,733,784,811,165,820,821,780,1,-87,-37,31,0,47,110,109,1,200,82,271,1,247,192,380,14,14,-14,2
"Mount Sterling, KY",34460,Micropolitan Statistical Area,KY,47788,0.007739187,46974,47210,47421,47788,4,236,211,367,143,568,575,573,153,707,754,693,-10,-139,-179,-120,0,-1,-7,5,5,362,404,484,5,361,397,489,9,14,-7,-2
"Mount Vernon, IL",34500,Micropolitan Statistical Area,IL,36320,-0.002718361,36995,36889,36419,36320,-115,-106,-470,-99,88,427,415,402,124,559,542,504,-36,-132,-127,-102,0,4,7,9,-80,4,-348,-5,-80,8,-341,4,1,18,-2,-1
"Mount Vernon, OH",34540,Micropolitan Statistical Area,OH,63320,0.00196215,62803,62543,63196,63320,82,-260,653,124,183,733,754,756,165,804,812,717,18,-71,-58,39,0,11,29,38,49,-211,655,48,49,-200,684,86,15,11,27,-1
"Mount Vernon-Anacortes, WA",34580,Metropolitan Statistical Area,WA,131417,0.000723413,129902,131005,131322,131417,378,1103,317,95,334,1389,1409,1389,325,1419,1525,1446,9,-30,-116,-57,7,124,313,136,374,990,185,23,381,1114,498,159,-12,19,-65,-7
"Mountain Home, AR",34260,Micropolitan Statistical Area,AR,42875,0.00917971,41686,42224,42485,42875,58,538,261,390,77,344,348,349,196,861,911,801,-119,-517,-563,-452,0,-1,-5,-4,198,1099,799,843,198,1098,794,839,-21,-43,30,3
"Mountain Home, ID",34300,Micropolitan Statistical Area,ID,29724,0.011329999,28669,28978,29391,29724,4,309,413,333,86,460,456,459,57,229,254,245,29,231,202,214,6,39,87,171,-40,31,129,-53,-34,70,216,118,9,8,-5,1
"Muncie, IN",34620,Metropolitan Statistical Area,IN,112321,0.001408664,111762,112057,112163,112321,-147,295,106,158,272,1059,1126,1124,404,1527,1582,1425,-132,-468,-456,-301,4,46,98,121,-55,656,504,339,-51,702,602,460,36,61,-40,-1
"Murray, KY",34660,Micropolitan Statistical Area,KY,38280,0.004909038,37596,37896,38093,38280,52,300,197,187,78,336,360,356,107,513,522,477,-29,-177,-162,-121,0,11,20,47,75,457,351,261,75,468,371,308,6,9,-12,0
"Murrells Inlet, SC",34680,Micropolitan Statistical Area,SC,65731,0.016422088,63509,63925,64669,65731,107,416,744,1062,130,467,486,480,219,1121,1059,968,-89,-654,-573,-488,0,13,45,39,219,1088,1226,1512,219,1101,1271,1551,-23,-31,46,-1
"Muscatine, IA",34700,Micropolitan Statistical Area,IA,42218,-0.004175021,43143,42674,42395,42218,-97,-469,-279,-177,104,448,464,467,126,511,491,468,-22,-63,-27,-1,2,25,83,106,-76,-433,-341,-281,-74,-408,-258,-175,-1,2,6,-1
"Muskegon-Norton Shores, MI",34740,Metropolitan Statistical Area,MI,176564,0.005839158,174784,175550,175539,176564,48,766,-11,1025,495,1841,1869,1875,543,2144,2149,1949,-48,-303,-280,-74,1,39,95,91,36,938,245,1007,37,977,340,1098,59,92,-71,1
"Muskogee, OK",34780,Micropolitan Statistical Area,OK,66677,0.005580105,66246,66267,66307,66677,-102,21,40,370,220,825,840,845,251,1112,1159,1045,-31,-287,-319,-200,0,15,28,39,-81,256,364,527,-81,271,392,566,10,37,-33,4
"Myrtle Beach-Conway-North Myrtle Beach, SC",34820,Metropolitan Statistical Area,SC,397478,0.037403399,353765,366093,383147,397478,2733,12328,17054,14331,793,3102,3237,3199,1055,5152,5204,4611,-262,-2050,-1967,-1412,19,249,733,663,3333,14837,17294,15061,3352,15086,18027,15724,-357,-708,994,19
"Nacogdoches, TX",34860,Micropolitan Statistical Area,TX,65375,0.00586208,64616,64778,64994,65375,-30,162,216,381,196,848,875,888,184,785,791,722,12,63,84,166,0,11,40,42,-55,40,129,171,-55,51,169,213,13,48,-37,2
"Nantucket, MA",34880,Micropolitan Statistical Area,MA,14444,6.92377E-05,14237,14506,14443,14444,-14,269,-63,1,30,146,166,159,22,75,90,88,8,71,76,71,0,15,46,51,-25,184,-182,-122,-25,199,-136,-71,3,-1,-3,1
"Napa, CA",34900,Metropolitan Statistical Area,CA,133216,-0.008588227,137459,136265,134370,133216,-554,-1194,-1895,-1154,299,1212,1185,1167,330,1327,1309,1262,-31,-115,-124,-95,0,41,205,279,-474,-1148,-2021,-1339,-474,-1107,-1816,-1060,-49,28,45,1
"Naples-Marco Island, FL",34940,Metropolitan Statistical Area,FL,404310,0.017091136,377310,387226,397516,404310,1550,9916,10290,6794,743,3084,3355,3388,962,4274,4641,4166,-219,-1190,-1286,-778,53,890,2231,3382,1930,10651,8969,4197,1983,11541,11200,7579,-214,-435,376,-7
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,Metropolitan Statistical Area,TN,2102573,0.015235978,2021744,2033369,2071019,2102573,7324,11625,37650,31554,5917,24107,25130,25134,4407,19900,20062,17660,1510,4207,5068,7474,130,1634,4213,6922,5748,6802,27524,17324,5878,8436,31737,24246,-64,-1018,845,-166
"Natchez, MS-LA",35020,Micropolitan Statistical Area,MS-LA,53375,-0.004383511,55237,54330,53610,53375,-237,-907,-720,-235,150,597,532,483,224,914,866,804,-74,-317,-334,-321,0,90,258,527,-153,-677,-649,-444,-153,-587,-391,83,-10,-3,5,3
"Natchitoches, LA",35060,Micropolitan Statistical Area,LA,36291,-0.009741323,37387,36973,36648,36291,-129,-414,-325,-357,106,427,437,425,107,549,537,509,-1,-122,-100,-84,0,-4,3,5,-123,-294,-218,-276,-123,-298,-215,-271,-5,6,-10,-2
"New Bern, NC",35100,Micropolitan Statistical Area,NC,124215,0.013669006,121756,121948,122540,124215,-410,192,592,1675,417,1319,1444,1440,379,1766,1753,1663,38,-447,-309,-223,14,28,90,146,-390,588,815,1749,-376,616,905,1895,-72,23,-4,3
"New Castle, IN",35220,Micropolitan Statistical Area,IN,48929,0.002335348,48903,49024,48815,48929,-7,121,-209,114,126,454,425,420,176,706,748,679,-50,-252,-323,-259,0,1,0,1,26,353,144,374,26,354,144,375,17,19,-30,-2
"New Haven, CT",35300,Metropolitan Statistical Area,CT,568158,-0.000429274,564076,568450,568402,568158,-6379,4374,-48,-244,1345,5574,5745,5674,2025,5871,5829,5462,-680,-297,-84,212,70,1001,2235,2246,-4809,3509,-1976,-2722,-4739,4510,259,-476,-960,161,-223,20
"New Iberia, LA",35340,Micropolitan Statistical Area,LA,67659,-0.009675059,70055,69325,68320,67659,-233,-730,-1005,-661,181,924,873,873,254,913,926,845,-73,11,-53,28,1,26,62,72,-162,-770,-1033,-762,-161,-744,-971,-690,1,3,19,1
"New Orleans-Metairie, LA",35380,Metropolitan Statistical Area,LA,962165,-0.011526785,1005281,993487,973385,962165,-2005,-11794,-20102,-11220,2847,11694,11465,11439,3427,10625,10954,9455,-580,1069,511,1984,89,1246,3283,3851,-1658,-13900,-24565,-17024,-1569,-12654,-21282,-13173,144,-209,669,-31
"New Philadelphia-Dover, OH",35420,Micropolitan Statistical Area,OH,91874,-0.00105468,93193,92618,91971,91874,-72,-575,-647,-97,265,1103,1144,1131,297,1350,1392,1206,-32,-247,-248,-75,0,25,56,69,-58,-400,-435,-93,-58,-375,-379,-24,18,47,-20,2
"New Ulm, MN",35580,Micropolitan Statistical Area,MN,25628,-0.00520146,25914,25899,25762,25628,-6,-15,-137,-134,73,260,270,268,70,325,351,340,3,-65,-81,-72,0,6,12,32,-11,28,-62,-93,-11,34,-50,-61,2,16,-6,-1
"New York-Newark-Jersey City, NY-NJ",35620,Metropolitan Statistical Area,NY-NJ,19498249,-0.003350525,19990547,19721192,19563798,19498249,-91443,-269355,-157394,-65549,54238,210695,216841,213772,78775,156721,155332,144872,-24537,53974,61509,68900,2041,36787,98834,104923,-64848,-346369,-325208,-238494,-62807,-309582,-226374,-133571,-4099,-13747,7471,-878
"Newberry, SC",35140,Micropolitan Statistical Area,SC,38825,0.013310714,37731,37968,38315,38825,10,237,347,510,93,399,419,418,121,607,573,540,-28,-208,-154,-122,0,45,112,97,29,397,387,535,29,442,499,632,9,3,2,0
"Newport, OR",35440,Micropolitan Statistical Area,OR,50821,0.001359552,50510,51013,50752,50821,111,503,-261,69,84,378,379,356,175,702,794,765,-91,-324,-415,-409,0,14,42,32,226,839,120,442,226,853,162,474,-24,-26,-8,4
"Newport, TN",35460,Micropolitan Statistical Area,TN,37404,0.015061467,36045,36364,36849,37404,46,319,485,555,82,364,373,373,147,695,746,673,-65,-331,-373,-300,0,1,6,12,115,663,818,844,115,664,824,856,-4,-14,34,-1
"Niles, MI",35660,Metropolitan Statistical Area,MI,152261,-0.003755684,154197,153352,152835,152261,-121,-845,-517,-574,387,1526,1609,1584,482,1929,2025,1824,-95,-403,-416,-240,0,70,184,225,-63,-586,-208,-563,-63,-516,-24,-338,37,74,-77,4
"Nogales, AZ",35700,Micropolitan Statistical Area,AZ,49158,0.009819228,47712,47956,48680,49158,44,244,724,478,148,503,550,554,94,500,405,382,54,3,145,172,4,164,420,332,-19,46,175,-27,-15,210,595,305,5,31,-16,1
"Norfolk, NE",35740,Micropolitan Statistical Area,NE,48782,0.005897394,48704,48551,48496,48782,-54,-153,-55,286,161,620,614,621,112,492,507,491,49,128,107,130,0,20,38,55,-101,-312,-179,102,-101,-292,-141,157,-2,11,-21,-1
"North Platte, NE",35820,Micropolitan Statistical Area,NE,34020,-0.008134348,35247,34759,34299,34020,-145,-488,-460,-279,72,375,351,349,114,500,511,485,-42,-125,-160,-136,0,7,9,16,-98,-367,-309,-161,-98,-360,-300,-145,-5,-3,0,2
"North Port-Bradenton-Sarasota, FL",35840,Metropolitan Statistical Area,FL,910108,0.020619678,837856,862352,891721,910108,4132,24496,29369,18387,1500,6211,6685,6764,2888,11970,12573,11146,-1388,-5759,-5888,-4382,14,735,1795,2951,6234,31014,31789,19826,6248,31749,33584,22777,-728,-1494,1673,-8
"North Wilkesboro, NC",35900,Micropolitan Statistical Area,NC,66013,0.003374322,65916,65826,65791,66013,-57,-90,-35,222,161,671,676,681,231,1046,1060,973,-70,-375,-384,-292,1,35,43,49,0,216,322,467,1,251,365,516,12,34,-16,-2
"Norwalk, OH",35940,Micropolitan Statistical Area,OH,58199,-0.00034353,58495,58412,58219,58199,-76,-83,-193,-20,148,610,647,650,162,779,763,710,-14,-169,-116,-60,0,19,41,41,-67,21,-95,-2,-67,40,-54,39,5,46,-23,1
"Norwich-New London-Willimantic, CT",35980,Metropolitan Statistical Area,CT,279634,0.001350011,278342,278820,279257,279634,-2086,478,437,377,619,2483,2686,2595,788,3077,3103,2962,-169,-594,-417,-367,17,340,598,583,-1640,543,411,157,-1623,883,1009,740,-294,189,-155,4
"Oak Harbor, WA",36020,Micropolitan Statistical Area,WA,86267,-0.004787614,86998,87566,86682,86267,147,568,-884,-415,182,767,778,761,197,879,931,897,-15,-112,-153,-136,3,21,71,83,173,666,-755,-347,176,687,-684,-264,-14,-7,-47,-15
"Ocala, FL",36100,Metropolitan Statistical Area,FL,409959,0.034108824,377472,385135,396437,409959,1568,7663,11302,13522,817,3449,3603,3638,1350,6628,6975,6118,-533,-3179,-3372,-2480,14,191,594,848,2296,11095,13409,15167,2310,11286,14003,16015,-209,-444,671,-13
"Ocean Pines, MD",36180,Micropolitan Statistical Area,MD,54171,0.00439426,52522,53398,53934,54171,57,876,536,237,96,429,467,459,167,764,749,716,-71,-335,-282,-257,1,23,49,70,132,1231,757,425,133,1254,806,495,-5,-43,12,-1
"Odessa, TX",36220,Metropolitan Statistical Area,TX,164494,0.021340271,165490,160758,161057,164494,320,-4732,299,3437,667,2699,2923,2987,327,1701,1593,1399,340,998,1330,1588,7,331,945,959,-91,-5778,-2007,891,-84,-5447,-1062,1850,64,-283,31,-1
"Ogden, UT",36260,Metropolitan Statistical Area,UT,658133,0.009121659,639141,646735,652184,658133,1934,7594,5449,5949,2233,8418,8466,8421,1047,4456,4646,4198,1186,3962,3820,4223,8,119,353,774,523,3145,1456,901,531,3264,1809,1675,217,368,-180,51
"Oil City, PA",36340,Micropolitan Statistical Area,PA,49431,-0.006092412,50365,50040,49734,49431,-97,-325,-306,-303,102,461,465,459,143,843,877,805,-41,-382,-412,-346,0,6,8,8,-59,13,131,39,-59,19,139,47,3,38,-33,-4
"Okeechobee, FL",36380,Micropolitan Statistical Area,FL,41427,0.026106556,39652,40031,40373,41427,10,379,342,1054,149,501,552,552,122,602,642,586,27,-101,-90,-34,1,35,33,59,-21,436,400,1029,-20,471,433,1088,3,9,-1,0
"Oklahoma City, OK",36420,Metropolitan Statistical Area,OK,1477926,0.012307897,1429940,1443830,1459957,1477926,4237,13890,16127,17969,4257,17242,17558,17464,3123,15420,15302,13048,1134,1822,2256,4416,70,878,2313,3498,2801,10721,11772,10046,2871,11599,14085,13544,232,469,-214,9
"Olean, NY",36460,Micropolitan Statistical Area,NY,75600,-0.00591716,76974,76539,76050,75600,-60,-435,-489,-450,220,818,789,791,218,1034,1152,1102,2,-216,-363,-311,0,5,25,27,-62,-268,-107,-170,-62,-263,-82,-143,0,44,-44,4
"Olympia-Lacey-Tumwater, WA",36500,Metropolitan Statistical Area,WA,299003,0.001218863,295998,298196,298639,299003,1206,2198,443,364,772,3074,3083,3043,597,2684,3070,2943,175,390,13,100,6,199,418,337,1050,1455,168,-63,1056,1654,586,274,-25,154,-156,-10
"Omaha, NE-IA",36540,Metropolitan Statistical Area,NE-IA,983969,0.007845877,969146,972748,976309,983969,1540,3602,3561,7660,3097,12187,12242,12142,2000,8609,8586,7975,1097,3578,3656,4167,62,764,1959,2620,53,-1141,-1748,857,115,-377,211,3477,328,401,-306,16
"Oneonta, NY",36580,Micropolitan Statistical Area,NY,60126,-0.004684732,58373,60732,60409,60126,-155,2359,-323,-283,125,500,483,483,180,721,731,691,-55,-221,-248,-208,0,12,49,46,-103,2732,-91,-122,-103,2744,-42,-76,3,-164,-33,1
"Ontario, OR-ID",36620,Micropolitan Statistical Area,OR-ID,59323,0.009117662,57232,58063,58787,59323,276,831,724,536,173,695,711,691,141,680,749,678,32,15,-38,13,0,14,23,3,252,810,728,523,252,824,751,526,-8,-8,11,-3
"Opelousas, LA",36660,Micropolitan Statistical Area,LA,81464,-0.002632256,82314,82191,81679,81464,-243,-123,-512,-215,264,1151,1186,1188,334,1321,1241,1111,-70,-170,-55,77,0,21,71,70,-178,-20,-509,-366,-178,1,-438,-296,5,46,-19,4
"Orangeburg, SC",36700,Micropolitan Statistical Area,SC,82820,-0.003381427,83954,82815,83101,82820,-267,-1139,286,-281,198,831,820,815,328,1419,1434,1301,-130,-588,-614,-486,0,19,59,53,-136,-591,825,150,-136,-572,884,203,-1,21,16,2
"Orlando-Kissimmee-Sanford, FL",36740,Metropolitan Statistical Area,FL,2817933,0.019875375,2680491,2698960,2763017,2817933,7100,18469,64057,54916,6789,27409,29732,29902,4981,23308,24491,21814,1808,4101,5241,8088,650,7933,20662,29343,4218,6699,37382,17451,4868,14632,58044,46794,424,-264,772,34
"Oshkosh-Neenah, WI",36780,Metropolitan Statistical Area,WI,171735,0.006133999,171815,170580,170688,171735,80,-1235,108,1047,445,1719,1678,1673,390,1798,1797,1649,55,-79,-119,24,1,79,215,362,-36,-1270,108,659,-35,-1191,323,1021,60,35,-96,2
"Oskaloosa, IA",36820,Micropolitan Statistical Area,IA,21874,-0.004414911,22160,21974,21971,21874,-30,-186,-3,-97,62,239,228,232,76,271,287,266,-14,-32,-59,-34,0,8,31,18,-23,-166,37,-82,-23,-158,68,-64,7,4,-12,1
"Othello, WA",36830,Micropolitan Statistical Area,WA,20820,-0.003732415,20607,20647,20898,20820,-2,40,251,-78,83,369,348,349,29,145,160,160,54,224,188,189,3,48,70,14,-59,-228,2,-279,-56,-180,72,-265,0,-4,-9,-2
"Ottawa, IL",36837,Micropolitan Statistical Area,IL,146599,0.000259278,148231,147707,146561,146599,-298,-524,-1146,38,338,1493,1492,1480,440,2067,1962,1815,-102,-574,-470,-335,0,30,67,96,-200,-82,-721,283,-200,-52,-654,379,4,102,-22,-6
"Ottawa, KS",36840,Micropolitan Statistical Area,KS,26125,0.006394699,26000,26002,25959,26125,17,2,-43,166,62,276,286,283,65,341,349,330,-3,-65,-63,-47,0,4,9,4,11,43,24,209,11,47,33,213,9,20,-13,0
"Ottumwa, IA",36900,Micropolitan Statistical Area,IA,35166,0.002422964,35326,35295,35081,35166,-110,-31,-214,85,114,445,444,453,152,467,494,471,-38,-22,-50,-18,0,55,200,140,-71,-78,-363,-35,-71,-23,-163,105,-1,14,-1,-2
"Owatonna, MN",36940,Micropolitan Statistical Area,MN,37421,-0.000213738,37384,37427,37429,37421,-22,43,2,-8,92,402,437,435,88,357,396,382,4,45,41,53,0,11,34,45,-29,-30,-60,-109,-29,-19,-26,-64,3,17,-13,3
"Owensboro, KY",36980,Metropolitan Statistical Area,KY,112512,0.001923488,112541,112211,112296,112512,64,-330,85,216,295,1299,1374,1402,301,1479,1491,1298,-6,-180,-117,104,0,28,80,142,34,-247,190,-36,34,-219,270,106,36,69,-68,6
"Owosso, MI",37020,Micropolitan Statistical Area,MI,68025,0.000853355,68010,67991,67967,68025,-85,-19,-24,58,162,654,679,665,219,841,900,805,-57,-187,-221,-140,0,1,10,14,-36,121,223,189,-36,122,233,203,8,46,-36,-5
"Oxford, MS",37060,Micropolitan Statistical Area,MS,70853,0.010122179,68351,69341,70143,70853,55,990,802,710,145,717,736,725,172,747,717,668,-27,-30,19,57,-2,18,66,215,66,1005,729,441,64,1023,795,656,18,-3,-12,-3
"Oxnard-Thousand Oaks-Ventura, CA",37100,Metropolitan Statistical Area,CA,829590,-0.003939386,843371,839471,832871,829590,-469,-3900,-6600,-3281,2023,8390,8823,8581,1533,7387,6873,6524,490,1003,1950,2057,-1,259,923,1390,-1078,-5456,-9549,-6754,-1079,-5197,-8626,-5364,120,294,76,26
"Ozark, AL",37120,Micropolitan Statistical Area,AL,49871,0.007596727,49257,49395,49495,49871,-65,138,100,376,149,673,689,692,137,700,707,623,12,-27,-18,69,-1,10,29,49,-78,118,110,257,-79,128,139,306,2,37,-21,1
"Paducah, KY-IL",37140,Metropolitan Statistical Area,KY-IL,102267,-0.002487271,103441,102920,102522,102267,-39,-521,-398,-255,244,1018,1017,989,310,1640,1719,1558,-66,-622,-702,-569,0,2,-3,9,3,52,348,306,3,54,345,315,24,47,-41,-1
"Pahrump, NV",37220,Micropolitan Statistical Area,NV,55720,0.017363837,51963,53324,54769,55720,375,1361,1445,951,93,371,370,368,216,1007,1111,991,-123,-636,-741,-623,0,-2,-5,-21,565,2102,2099,1592,565,2100,2094,1571,-67,-103,92,3
"Palatka, FL",37260,Micropolitan Statistical Area,FL,75955,0.016310747,73372,74095,74736,75955,53,723,641,1219,188,816,815,821,273,1308,1390,1233,-85,-492,-575,-412,0,25,50,82,133,1216,1116,1542,133,1241,1166,1624,5,-26,50,7
"Palestine, TX",37300,Micropolitan Statistical Area,TX,57736,0.008894403,57930,58302,57227,57736,9,372,-1075,509,135,570,580,594,171,831,879,802,-36,-261,-299,-208,1,33,95,107,23,597,-927,614,24,630,-832,721,21,3,56,-4
"Palm Bay-Melbourne-Titusville, FL",37340,Metropolitan Statistical Area,FL,643979,0.021043052,608775,617900,630707,643979,2154,9125,12807,13272,1162,4860,5173,5217,1924,8826,9349,8261,-762,-3966,-4176,-3044,15,376,913,1440,3160,13112,15452,14886,3175,13488,16365,16326,-259,-397,618,-10
"Pampa, TX",37420,Micropolitan Statistical Area,TX,21756,-0.001651982,22021,21929,21792,21756,-36,-92,-137,-36,67,281,257,258,60,332,358,343,7,-51,-101,-85,0,19,45,41,-45,-71,-71,7,-45,-52,-26,48,2,11,-10,1
"Panama City-Panama City Beach, FL",37460,Metropolitan Statistical Area,FL,216371,0.027329487,199845,204387,210615,216371,-686,4542,6228,5756,476,2244,2379,2405,562,2776,2838,2558,-86,-532,-459,-153,4,191,489,749,-589,5104,5905,5158,-585,5295,6394,5907,-15,-221,293,2
"Paragould, AR",37500,Micropolitan Statistical Area,AR,46743,0.007218583,45864,46341,46408,46743,126,477,67,335,151,523,523,526,115,609,622,562,36,-86,-99,-36,0,-3,4,6,82,559,185,361,82,556,189,367,8,7,-23,4
"Paris, TN",37540,Micropolitan Statistical Area,TN,32554,0.005311593,32149,32246,32382,32554,-51,97,136,172,68,308,317,314,121,598,581,521,-53,-290,-264,-207,0,0,-4,-4,-7,387,395,382,-7,387,391,378,9,0,9,1
"Paris, TX",37580,Micropolitan Statistical Area,TX,62805,0.011027044,61692,61910,62120,62805,22,218,210,685,182,783,831,848,229,1078,1048,964,-47,-295,-217,-116,0,13,73,73,58,482,373,734,58,495,446,807,11,18,-19,-6
"Parkersburg-Vienna, WV",37620,Metropolitan Statistical Area,WV,88052,-0.004837251,89330,88870,88480,88052,-159,-460,-390,-428,207,887,889,909,267,1372,1474,1237,-60,-485,-585,-328,0,13,47,29,-107,-48,205,-132,-107,-35,252,-103,8,60,-57,3
"Payson, AZ",37740,Micropolitan Statistical Area,AZ,54003,0.00150217,53351,53549,53922,54003,80,198,373,81,110,441,454,453,213,994,1006,931,-103,-553,-552,-478,1,9,-6,-6,206,761,898,562,207,770,892,556,-24,-19,33,3
"Pella, IA",37800,Micropolitan Statistical Area,IA,33770,0.00416295,33414,33441,33630,33770,-4,27,189,140,86,363,354,357,77,390,395,374,9,-27,-41,-17,0,6,10,3,-21,37,231,157,-21,43,241,160,8,11,-11,-3
"Pensacola-Ferry Pass-Brent, FL",37860,Metropolitan Statistical Area,FL,530090,0.015383319,511579,517209,522059,530090,1680,5630,4850,8031,1381,5619,5814,5836,1361,6521,6651,5941,20,-902,-837,-105,23,158,561,951,1637,6417,5124,7167,1660,6575,5685,8118,0,-43,2,18
"Peoria, IL",37900,Metropolitan Statistical Area,IL,362240,-0.001463733,367917,365222,362771,362240,-872,-2695,-2451,-531,972,3959,3916,3771,1037,4680,4586,4273,-65,-721,-670,-502,1,234,557,679,-791,-2303,-2259,-712,-790,-2069,-1702,-33,-17,95,-79,4
"Peru, IN",37940,Micropolitan Statistical Area,IN,35402,-0.004051089,35906,35999,35546,35402,-57,93,-453,-144,72,349,351,340,106,481,531,496,-34,-132,-180,-156,0,7,6,9,-28,203,-282,3,-28,210,-276,12,5,15,3,0
"Petoskey, MI",37950,Micropolitan Statistical Area,MI,34123,-0.002688879,34113,34297,34215,34123,2,184,-82,-92,71,265,254,260,95,434,394,371,-24,-169,-140,-111,0,4,4,5,17,343,74,15,17,347,78,20,9,6,-20,-1
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,Metropolitan Statistical Area,PA-NJ-DE-MD,6246160,0.000546875,6241967,6253394,6242746,6246160,-3053,11427,-10648,3414,16600,65583,68007,67727,19976,64331,62946,57463,-3376,1252,5061,10264,476,6314,15877,16472,-1979,638,-29765,-23102,-1503,6952,-13888,-6630,1826,3223,-1821,-220
